,text,user,location,label,Hash words
185,κρούσμα κορωνοϊού 2ο δημοτικό σχολείο τυρνάβουπερισσοτερα: Η ενημέρωση κέντρο…,i_thessaly,Θεσσαλία,1,No hashtags
186,κρούσμα κορωνοϊού 2ο δημοτικό σχολείο τυρνάβουη ενημέρωση λάρισα θεσσαλία…,LarisaCityNews,"Λαρισσός, Ελλάς",1,No hashtags
187,(μετά αρκετές μέρες κρούσμα δήμο βοϊου. δείτε δήμους εντοπίζονται κρουσμάτα σαββάτου…,sierafm,siatista kozani greece,1,No hashtags
188,Σε καραντίνα χριστίνα αλεξοπούλου λόγω επαφής επιβεβαιωμένο κρούσμα κορωνοϊού -,DeteGrPatras,"Patras, Greece",1,No hashtags
189,και δεύτερο θετικό κρούσμα κορωνοϊού δήμο ρόδου,dimokratikinews,Rhodes Greece,1,#Δημοκρατική #Ρόδος #Δωδεκάνησα
190,ένα κρούσμα τάξη καλή άννα αλλά μέχρι τώρα έχω κάποιο πρόβλημα ας ελπίσουμε έχω γλιτώσει ,mallioufo,Μια πηλιορείτισσα στον Βόλο,1,No hashtags
191,στο δήμο γρεβενών κρούσμα σαββάτου π.ε.γρεβενών στο-δήμο-γρεβενών-το-κρούσμα-του-σαββά/,eGrevenaPortal,"Grevena, Greece",1,No hashtags
192,Μα συναχωμενη καθομαι σπιτι υποπτη κρουσμα  Εν τω φταιει κοπελα χαρα…,kaseropites,,1,No hashtags
193,Το κρούσμα αντιδήμαρχο κινητοποίησε δήμο,cretalive,Crete,1,#cretalive
194,agriniopress: κρούσμα κορωνοϊού εκπαιδευτικό 13ο δημοτικό σχολείο αγρινίου- αναστέλλει λειτουργεία 14 μ…,YourDailyCurse,,1,No hashtags
195,agriniopress: κρούσμα κορωνοϊού εκπαιδευτικό 13ο δημοτικό σχολείο αγρινίου- αναστέλλει λειτουργεία γι…,AgrinioPress,"Agrinio, Greece",1,No hashtags
196,υπο κανονικες συνθηκες μπορουσα παιξω βραχνιασμενη ποναει λαιμος αφωνια.…,kaseropites,,1,No hashtags
197,βρέθηκε θετικό κρούσμα 3ο γυμνάσιο ρόδου -κλείνει δευτέρα,ParaponaRodou,Rhodes Greece,1,#ΠΑΙΔΕΙΑ #ΤΟΠΙΚΑ
198,κλείνει δευτέρα άλλο σχολείο ρόδο. βρέθηκε θετικό κρούσμα 3ο γυμνάσιο ρόδου (βενετόκλειο),fotinakis,ΑΘΗΝΑ ΕΛΛΑΔΑ,1,No hashtags
199,κορονοϊός: Με 1 νέο κρούσμα κως “χάρτη διασποράς” – Η κάλυμνος 2 11 ρόδος [αναλυτικά]…,periodikonisos,Kos,1,No hashtags
200,oχιιιιιι είπαν φωλιά κου κου βρέθηκε κρούσμα παραγωγή,Letadr7,Ελλάς,1,No hashtags
201,νέο κρούσμα κορονοϊού δημοτικό σχολείο αναστολή λειτουργίας -,irafinagr,,1,No hashtags
202,ένα νέο κρούσμα κορονοϊού ΠΕ λευκάδας ανακοίνωσε σήμερα σάββατο εοδυ,lefkadanews,Greece,1,No hashtags
203,"όταν κάποιος ανεβάσει δέκατα, χωρίς έχει ερθει επαφή κρούσμα, πάει κάνει τεστ, ή πρέπει περιμένει 5…",stravakianapoda,,1,No hashtags
204,κόλλησα! είμαι διαπιστωμένο κρούσμα καψουροιού.,eimaidiLImmA,,1,No hashtags
205,κόλλησα! είμαι διαπιστωμένο κρούσμα καψουροιού.,To_Agrimi,,1,No hashtags
206,reportaz net: κρούσμα κορωνοϊού εκπομπή γιώργου παπ...,reportaznet1,,1,No hashtags
207,κρούσμα κορωνοϊού 1o δημοτικό σχολείο τρίπολης,ArcadiaPortal,"Tripoli, Greece",1,No hashtags
208,δήμος καμ βούρλων : διευκρινήσεις κρούσμα κορωνοιου ανακοινώθηκε μέσω,karag_k,,1,No hashtags
209,σήμανε συναγερμός υγειονομικές αρχές κρούσμα μαθητή,ogeoponos,,1,No hashtags
210,κρούσμα κορωνοϊού εκπομπή γιώργου παπαδάκη,TOPONTIKI,"Athens, Greece",1,No hashtags
211,σάμος: σήμανε συναγερμός υγειονομικές αρχές κρούσμα μαθητήvia,isotimoscom,,1,No hashtags
212,σάμος: σήμανε συναγερμός υγειονομικές αρχές κρούσμα μαθητή via …,EReportaz,,1,No hashtags
213,πάτρα: θετικό κρούσμα κορωνοϊού τοπικό μμε -,DeteGrPatras,"Patras, Greece",1,No hashtags
214,κρούσμα κορωνοϊού μαθητή 7ου γυμνασίου βόλου,ASTRATV1,Volos,1,No hashtags
215,σήμανε συναγερμός υγειονομικές αρχές κρούσμα μαθητή,ErtAegean,"Βόρειο Αιγαίο, Ελλάς",1,No hashtags
216,κρούσμα κορωνοϊού γυμνάσιο βόλου,magnesianews,Volos,1,No hashtags
217,"πανδημία: νέο κρούσμα λευκάδα, διακομίστηκε αρμοδίως",lefkadaonline,Ελλάς,1,No hashtags
218,στον “αέρα” πρεμιέρα yfsf – νέο κρούσμα κορονοϊού φέρνει δεύτερη αναβολή,Teokanistras,"Athens, Greece",1,#TeoKanistras
219,ένα κρούσμα κορωνοϊού εντοπίστηκε λευκάδα rapid test εοδυ,lefkadaonline,Ελλάς,1,No hashtags
220,σήμανε συναγερμός υγειονομικές αρχές κρούσμα μαθητή,inewsgr,,1,No hashtags
221,σήμανε συναγερμός υγειονομικές αρχές κρούσμα μαθητή,SporadesTv,sporades,1,No hashtags
222,βόλεϊ: 6ο κρούσμα ολυμπιακό αναβλήθηκε παοκ- αναβολή γυναίκες | sport365 καλαμάτα,Sport365gr,Ελλάς,1,No hashtags
223,ένα κρούσμα κορωνοϊού εντοπίστηκε λευκάδα rapid test εοδυ,AromaLefkadas,,1,No hashtags
224,τελευταία ενημέρωση: 6 παίκτες ολυμπιακού covid δύο μέλη σταφ. όλος φοίνικας καραντίνα (αρκετά κρού…,johnored7,"Πειραιάς, Αττική, Ελλάς",1,No hashtags
225,Η άλλη έχει κρούσμα κορονοϊού σπίτι αλλά κυκλοφορεί ελεύθερη ανεξέλεγκτη έξω γιατί ίδια θεωρεί ότι κο…,MikeSnowII1,,1,No hashtags
226,Η άλλη έχει κρούσμα κορονοϊού σπίτι αλλά κυκλοφορεί ελεύθερη ανεξέλεγκτη έξω γιατί ίδια θεωρεί ότι κο…,rania_83_____,Ιωαννινα,1,No hashtags
227,Η άλλη έχει κρούσμα κορονοϊού σπίτι αλλά κυκλοφορεί ελεύθερη ανεξέλεγκτη έξω γιατί ίδια θεωρεί ότι κο…,3FLZ6uvf8itTXo6,χαλκιδικη,1,No hashtags
228,Η άλλη έχει κρούσμα κορονοϊού σπίτι αλλά κυκλοφορεί ελεύθερη ανεξέλεγκτη έξω γιατί ίδια θεωρεί ότι κο…,aigoker_ina,,1,No hashtags
229,Η άλλη έχει κρούσμα κορονοϊού σπίτι αλλά κυκλοφορεί ελεύθερη ανεξέλεγκτη έξω γιατί ίδια θεωρεί ότι κο…,ParaliakiG,,1,No hashtags
230,Η άλλη έχει κρούσμα κορονοϊού σπίτι αλλά κυκλοφορεί ελεύθερη ανεξέλεγκτη έξω γιατί ίδια θεωρεί ότι …,ntalia_ventalia,Ελλάς,1,No hashtags
231,"φίλος σήμερα έλεγε κλείνοντας τμήμα γιου κρούσμα, έμαθαν μόνο 3 παιδια ταξη …",Broken291,,1,No hashtags
232,κρούσμα θετικός;,wolf_cry8,"Χανιά, Ελλάς",1,No hashtags
233,"volley league: έκτο κρούσμα ολυμπιακό, αναβολή παοκ",matrix24gr,"Greece, Athens",1,No hashtags
234,και έκτο κρούσμα κορονοϊού παίκτη ομάδας βόλεϊ ανδρών ολυμπιακού,olamemetro,,1,No hashtags
235,αθλητισμος¨ volley league: κρούσμα κορονοϊού οφη: volley league: κρούσμα κορονοϊού οφη 19/02/2021 Ο οφη α…,ioannina24,Ioannina,1,No hashtags
236,επιβεβαιώθηκε εοδυ κρούσμα covid-19 λήμνο.,LimnosReport,"Μύρινα, Ελλάς",1,No hashtags
237,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,MariaKanoni,Αθήνα  GR,1,No hashtags
238,βόλεϊ: κρούσμα κορωνοϊού οφη,fws_gr,,1,No hashtags
239,κορονοϊός: ένα (1) νέο κρούσμα σάμο,samostimes,"Samos, Greece",1,No hashtags
240,γιατί γινει? βρέθηκε κρούσμα?,Tassio2316,Thessaloniki,1,No hashtags
241,επαρχείο λήμνου: στη ΔΕ μύρινας κρούσμα ανακοίνωσε εοδυ,LimnosFM100,Λήμνος,1,No hashtags
242,τρίτο επιβεβαιωμένο κρούσμα γυμνάσιο λουτρακίου - στο «κόκκινο» κόρινθος νεμέα - δη…,PnanewsGr,"Πελοπόννησος, Ελλάς",1,No hashtags
243,ολυμπιακός βόλεϊ: δεύτερο κρούσμα κορονοϊού γυναίκες – αναβολή θέτιδα-έφτασαν 9 άντρες -,fostonsport,"Αττική, Ελλάς",1,No hashtags
244,έκανες εμβόλιο ταζ ή είναι σύμπτωμα ότι έπεσες κρούσμα κορωνοϊού;,konmanol1,"Αλεξανδρούπολη, Ελλάς",1,No hashtags
245,ξαδέλφη είναι κρούσμα... 1η..,japap_,Greece ,1,No hashtags
246,κορωνοϊός: κρούσμα 2ο δημοτικό αλικαρνασσού - Σε καραντίνα 31 μαθητές βρέθηκαν ίδιο λεωφορείο,MICHAELBERTAKIS,Grecce Creta Chania,1,No hashtags
247,κορωνοϊός: κρούσμα 2ο δημοτικό αλικαρνασσού - Σε καραντίνα 31 μαθητές βρέθηκαν ίδιο λεωφορείο …,MICHAELBERTAKIS,Grecce Creta Chania,1,No hashtags
248,κορωνοϊός: κρούσμα 2ο δημοτικό αλικαρνασσού - Σε καραντίνα 31 μαθητές βρέθηκαν ίδιο λεωφορείο,neakritigr,"Crete, Greece",1,No hashtags
249,ένα θετικό κρούσμα βόλεϊ οφη - - ανάψαμε φωτιά...,oficretegr,"Κρήτη, Ελλάς",1,No hashtags
250,τελευταία ενημέρωση: 6 παίκτες ολυμπιακού covid δύο μέλη σταφ. όλος φοίνικας καραντίνα (αρκετά κρού…,NikosTroup7,Καλαμάτα,1,No hashtags
251,τελευταία ενημέρωση: 6 παίκτες ολυμπιακού covid δύο μέλη σταφ. όλος φοίνικας καραντίνα (αρκετά κρού…,kellaroukos,,1,No hashtags
252,τρίτο επιβεβαιωμένο κρούσμα γυμνάσιο λουτρακίου - -,loutrakiblog,Λουτράκι Κορινθίας,1,#loutrakiblog
253,κοινω.πολιτι.α: αρνητικά όλα μοριακά τεστ κρούσμα – rapid test όλo προσωπικό όλων παιδικών στα…,NewsEnergi,"Ιεράπετρα, Ελλάς",1,No hashtags
254,ακόμη τμήμα 7ου γυμνάσιου βόλου μπήκε σήμερα «καραντίνα» καθώς καταγράφηκε κρούσμα κορωνοϊού.,ASTRATV1,Volos,1,No hashtags
255,τελευταία ενημέρωση: 6 παίκτες ολυμπιακού covid δύο μέλη σταφ. όλος φοίνικας καραντίνα (αρκετά κρού…,Cosmotrolitan,Δεν χωράω πουθενά,1,No hashtags
256,τελευταία ενημέρωση: 6 παίκτες ολυμπιακού covid δύο μέλη σταφ. όλος φοίνικας καραντίνα (αρκε…,adreas_k,,1,No hashtags
257,2 κρούσμα σήμερα π.ε. ξάνθης / 1.460 χώρα,xanthipost,ΞΑΝΘΗ,1,No hashtags
258,kανένα κρούσμα χίο,AlithiaChios,"Χίος, Ελλάς",1,No hashtags
259,"νέο θετικό κρούσμα, αναβάλλεται ματς παοκ",OlympiakosnewsG,,1,#Ολυμπιακος #Olympiacos
260,"νέο θετικό κρούσμα, αναβάλλεται ματς παοκ",rednews7,Pireaus,1,No hashtags
261,1 νέο κρούσμα κορωνοϊού ροδόπη σήμερα,Paratiritis_Thr,Κομοτηνή,1,No hashtags
262,kαι δεύτερο κρούσμα κορονοϊού γυμνάσιο λουτρακίου - -,loutrakiblog,Λουτράκι Κορινθίας,1,#loutrakiblog
263,κορωνοϊός: ένα νέο κρούσμα ροδόπη – 36 αμθ -,fonirodopis,Κομοτηνή,1,No hashtags
264,"και 6ο κρούσμα ολυμπιακό, αναβολή παοκ",amna_sportgr,Ελλάς,1,No hashtags
265,"και 6ο κρούσμα ολυμπιακό, αναβολή παοκ -",analitisgr,Greece,1,No hashtags
266,kαι δεύτερο κρούσμα κορονοϊού γυμνάσιο λουτρακίου - -,loutrakiblog,Λουτράκι Κορινθίας,1,#loutrakiblog
267,"ένα νέο κρούσμα νομό λασιθίου, 45 όλη κρήτη",foniengr,,1,No hashtags
268,ένα νέο κρούσμα νομό λασιθίου ανακοίνωσε εοδυ -,anatolhcom,Άγιος Νικόλαος Κρήτης,1,No hashtags
269,"ένα νέο κρούσμα νομό λασιθίου, 45 όλη κρήτη",ThanosKor,Agios Nikolaos Creta Greece,1,No hashtags
270,είχες επαφή κρουσμα ελπίζω φχαριστηθηκατε ,vsoldi21,"Νέα Φιλαδέλφεια, Ελλάς",1,No hashtags
271,είχες επαφή κρουσμα ελπίζω φχαριστηθηκατε ,daizycrazy,,1,No hashtags
272,"αναβλήθηκε ολυμπιακός - παοκ!και έκτο κρούσμα κορωνοϊού ""ερυθρόλευκους"", πρόγραμμα των... δύο αγ…",PAOK24com,Thessaloniki,1,No hashtags
